"Esparrago", 653.25, 230
"Melon", 109.69, 356
"Higo", 2403.59, 105
"Tomate", 761.11, 1044
"Kinoto", 34.71, 170
"Champignon", 3635.48, 120
"Esparrago", 610.30, 166
"Durazno", 277.18, 952
"Calabaza", 21.98, 696
"Palta", 499.61, 575
"Brocoli", 366.41, 332
"Palta", 475.23, 470
"Naranja", 10.68, 920
"Zanahoria", 25.84, 576
"Uva", 731.15, 261
"Batata", 15.38, 990
"Mandarina", 20.78, 1100
"Pera", 138.62, 1120
"Kiwi", 452.49, 476
"Naranja", 16.60, 1200
"Higo", 2498.57, 95
"Frutilla", 298.91, 321
"Cereza", 1083.92, 216
"Lechuga", 34.16, 891
"Lima", 1387.93, 224
"Ajo", 899.00, 86
"Manzana", 131.45, 1160
"Sandia", 45.15, 1026
"Uva", 677.77, 324
"Manzana", 155.96, 1050
"Pepino", 34.15, 545
"Rabanito", 234.95, 306
"Naranja", 14.71, 1140
"Berenjena", 59.89, 504
"Alcachofa", 142.69, 324
"Mandarina", 30.27, 880
"Cebolla", 49.52, 928
"Pepino", 29.53, 445
"Brocoli", 362.21, 464
"Naranja", 19.42, 1080
"Zanahoria", 30.05, 714
"Lima", 1352.78, 170
"Mandarina", 16.76, 1090
"Banana", 69.29, 850
"Cebolla", 50.32, 736
"Coliflor", 39.41, 595
"Ajo", 935.23, 80
"Kiwi", 439.86, 328
"Batata", 22.71, 870
"Lima", 1229.10, 218
"Zanahoria", 23.34, 666
"Papa", 12.65, 930
"Ciruela", 982.69, 1071
"Alcachofa", 138.65, 300
"Kiwi", 456.64, 384
"Batata", 23.20, 1030
"Repollo", 1.75, 581
"Rabanito", 215.34, 291
"Higo", 2497.01, 91
"Lima", 1265.09, 196
"Papa", 23.11, 970
"Lechuga", 50.24, 837
"Banana", 60.03, 1130
"Pomelo", 43.17, 1062
"Lechuga", 38.61, 990
"Calabaza", 16.11, 824
"Limon", 307.32, 693
"Uva", 709.96, 330
"Limon", 295.72, 763
"Ajo", 899.37, 111
"Alcachofa", 155.50, 282
"Higo", 2479.28, 93
"Caqui", 824.04, 105
"Tomate", 755.28, 936
"Ciruela", 893.11, 864
"Batata", 12.28, 840
"Zanahoria", 26.58, 564
"Apio", 67.31, 339
"Manzana", 125.22, 890
"Choclo", 49.41, 351
"Sandia", 64.87, 900
"Higo", 2540.81, 102
"Rabanito", 227.33, 357
"Durazno", 174.73, 760
"Limon", 323.52, 791
"Uva", 754.88, 255
"Melon", 119.09, 344
"Kiwi", 453.62, 344
"TomCherry", 545.61, 164
"Palta", 471.21, 510
"Kinoto", 41.93, 200
"Kinoto", 30.38, 232
"Sandia", 56.09, 765
"Acelga", 14.72, 1053
"TomCherry", 564.24, 226
"Kinoto", 31.18, 202
"Durazno", 130.09, 952
"Pera", 165.54, 1150
"Naranja", 16.43, 1000
"Apio", 60.05, 240
"Frutilla", 294.32, 354
"Sandia", 66.38, 1035
"Esparrago", 618.09, 232
"Rabanito", 230.98, 285
"Lima", 1201.32, 232
"Pomelo", 45.86, 783
"Lima", 1220.30, 214
"TomCherry", 555.59, 162
"Papa", 18.00, 920
"Lima", 1293.42, 188
"Zanahoria", 32.23, 594
"Tomate", 735.79, 963
"Lima", 1061.85, 204
"Calabaza", 21.83, 696
"Cereza", 984.70, 200
"Zuccini", 69.38, 672
"Morron", 2856.33, 540
"Alcachofa", 130.99, 285
"Pepino", 35.77, 450
"Ajo", 989.12, 83
"Mandarina", 24.58, 1130
"Alcachofa", 136.35, 276
"Batata", 17.98, 1170
"Esparrago", 583.75, 174
"Palta", 485.92, 445
"Alcachofa", 135.38, 360
"Tomate", 764.86, 936
"Brocoli", 339.80, 372
"Cereza", 1058.68, 180
"Tomate", 735.27, 999
"Rabanito", 214.68, 276
"Berenjena", 54.92, 522
"Frutilla", 305.46, 357
"Caqui", 822.76, 101
"Mandarina", 24.18, 870
"Palta", 465.51, 515
"Durazno", 296.64, 808
"Calabaza", 21.50, 776
"Kiwi", 447.30, 476
"Ciruela", 1002.62, 981
"Morron", 2998.12, 570
"Lechuga", 37.74, 774
"Zanahoria", 29.28, 612
"Apio", 56.98, 303
"Manzana", 127.18, 950
"Melon", 106.62, 404
"TomCherry", 517.53, 174
"Tomate", 765.74, 783
"Cereza", 1027.38, 240
"Kinoto", 41.08, 228
"Esparrago", 592.89, 210
"Caqui", 858.76, 98
"Ajo", 908.14, 87
"Esparrago", 623.46, 168
"Morron", 2986.17, 684
"Calabaza", 14.99, 720
"Pomelo", 44.59, 945
"Lima", 1378.65, 232
"Rabanito", 240.84, 249
"Esparrago", 612.98, 226
"Tomate", 777.56, 1080
"Frutilla", 286.59, 330
"Banana", 52.25, 970
"Palta", 473.88, 460
"Palta", 1057.32, 320
"Papa", 22.96, 900
"Pera", 163.90, 820
"Papa", 14.64, 920
"Lechuga", 36.60, 927
"Naranja", 11.61, 1120
"Zuccini", 72.15, 588
"Kiwi", 443.70, 340
"Naranja", 11.20, 1090
"Lima", 1308.18, 200
"Naranja", 9.71, 1050
"Acelga", 24.88, 783
"Higo", 2542.83, 84
"Palta", 487.77, 535
"Acelga", 14.26, 873
"Banana", 65.28, 930
"Zanahoria", 38.77, 618
"Palta", 1182.43, 436
"Durazno", 149.33, 712
"Pera", 162.76, 800
"Lima", 1050.52, 180
"Naranja", 12.77, 1180
"Brocoli", 359.22, 376
"Uva", 681.24, 333
"Papa", 19.27, 920
"Durazno", 162.18, 944
"Coliflor", 32.83, 595
"Morron", 2926.84, 696
"Durazno", 166.24, 640
"Frutilla", 319.14, 246
"Pera", 169.94, 1160
"Durazno", 135.95, 720
"Lechuga", 25.48, 873
"Sandia", 68.05, 981
"Ajo", 890.16, 113
"Palta", 490.38, 450
"Uva", 707.10, 330
"Banana", 52.22, 830
"Alcachofa", 150.06, 279
"Higo", 2442.87, 90
"Durazno", 291.29, 920
"Batata", 20.24, 980
"Caqui", 845.71, 93
"Palta", 1173.77, 336
"Pomelo", 57.41, 774
"Zanahoria", 44.38, 612
"Palta", 1119.90, 428
"Palta", 1183.38, 328
"Morron", 2939.78, 642
"Choclo", 50.17, 333
"Limon", 333.07, 721
"Durazno", 150.29, 848
"Durazno", 261.76, 640
"Pomelo", 47.60, 720
"Lima", 1061.27, 160
"Uva", 696.26, 321
"Zuccini", 75.30, 600
"Choclo", 54.64, 324
"Calabaza", 22.82, 640
"Pera", 138.61, 1070
"Calabaza", 24.16, 696
"Sandia", 61.75, 891
"Kinoto", 34.34, 204
"Frambuesa", 2093.95, 110
"Caqui", 790.23, 87
"Ciruela", 943.97, 783
"Champignon", 3544.81, 83
"Manzana", 158.62, 970
"Champignon", 3692.04, 96
"Berenjena", 45.62, 522
"Mandarina", 12.82, 1000
"Lima", 1341.98, 162
"Cereza", 1027.05, 206
"Lima", 1043.50, 234
"Champignon", 3542.85, 87
"Lima", 1069.03, 192
"Mandarina", 20.16, 1000
"Lima", 1359.16, 234
"Lima", 1017.66, 196
"Papa", 22.25, 800
"Morron", 2993.81, 708
"Zuccini", 84.39, 696
"Berenjena", 49.51, 546
"Frutilla", 309.77, 240
"Frambuesa", 2047.10, 87
"Melon", 88.69, 352
"Lechuga", 46.87, 1026
"Lechuga", 44.89, 909
"Tomate", 719.10, 810
"Mandarina", 20.53, 940
"Zuccini", 67.81, 522
"TomCherry", 547.02, 164
"Apio", 50.26, 258
"Ciruela", 964.07, 747
"Mandarina", 16.56, 870
"Calabaza", 23.20, 840
"Alcachofa", 137.19, 327
"Calabaza", 22.14, 752
"Ajo", 901.38, 81
"Frutilla", 286.28, 294
"Apio", 58.05, 348
"Champignon", 3587.06, 104
"Esparrago", 688.74, 230
"Kinoto", 34.77, 222
"Pera", 155.92, 850
"Calabaza", 21.58, 848
"Zuccini", 93.60, 522
"Durazno", 178.25, 832
"Lechuga", 32.39, 810
"Mandarina", 18.24, 810
"Pepino", 38.24, 420
"Alcachofa", 117.07, 333
"Papa", 21.28, 1130
"Apio", 54.42, 291
"Apio", 48.16, 300
"Papa", 25.22, 820
"Ciruela", 969.73, 873
"Melon", 103.10, 328
"Pomelo", 47.80, 891
"Acelga", 27.56, 1035
"Pepino", 32.81, 410
"Coliflor", 24.08, 400
"Durazno", 162.80, 776
"Melon", 126.11, 320
"Coliflor", 24.42, 450
"Kiwi", 447.35, 332
"Calabaza", 11.91, 928
"Durazno", 253.97, 776
"Mandarina", 21.95, 1050
"Frambuesa", 2116.22, 115
"TomCherry", 550.42, 206
"Limon", 325.80, 784
"Durazno", 153.27, 864
"Lechuga", 48.74, 765
"Caqui", 798.98, 111
"Champignon", 3549.37, 104
"Pera", 143.63, 890
"Tomate", 745.33, 1008
"Kiwi", 439.47, 324
"Berenjena", 52.19, 618
"Durazno", 165.04, 824
"Banana", 72.26, 850
"Lechuga", 46.64, 1026
"Caqui", 856.82, 82
"Durazno", 159.46, 672
"Tomate", 828.12, 1026
"Ciruela", 968.91, 738
"Calabaza", 21.39, 680
"Lima", 1417.78, 224
"Zanahoria", 41.95, 534
"Naranja", 9.84, 970
"Mandarina", 16.10, 820
"Sandia", 56.37, 801
"Esparrago", 596.21, 238
"Cereza", 1015.84, 212
"Ajo", 867.82, 87
"Brocoli", 369.17, 404
"Kinoto", 33.30, 214
"Durazno", 187.78, 856
"Cereza", 1091.44, 170
"Pera", 155.69, 850
"Naranja", 15.90, 900
"Tomate", 745.57, 738
"Calabaza", 17.76, 752
"Papa", 13.31, 1190
"TomCherry", 576.23, 200
"Lima", 1303.76, 220
"Lima", 1321.93, 226
"Durazno", 158.00, 776
"Palta", 482.38, 450
"Zuccini", 76.82, 546
"Tomate", 672.73, 963
"Melon", 92.71, 436
"Palta", 1162.63, 428
"Ciruela", 970.21, 810
"Melon", 103.32, 344
"Limon", 319.54, 819
"Pomelo", 38.45, 963
"Naranja", 11.63, 1040
"Zanahoria", 28.16, 612
"Kinoto", 27.07, 164
"Frambuesa", 2095.91, 107
"Banana", 68.94, 1180
"Acelga", 17.22, 891
"Mandarina", 11.53, 920
"Kinoto", 40.45, 188
"Pera", 135.68, 880
"Tomate", 728.90, 1080
"Lima", 1174.89, 190
"Cebolla", 56.12, 912
"Zuccini", 80.17, 504
"Uva", 766.45, 330
"Melon", 85.89, 324
"Durazno", 195.44, 720
"Durazno", 176.67, 696
"Durazno", 164.21, 864
"Palta", 472.21, 560
"TomCherry", 580.66, 164
"Lima", 1220.17, 212
"Lima", 998.01, 226
"Frambuesa", 2021.86, 98
"Alcachofa", 144.08, 351
"Lima", 1034.66, 222
"Uva", 739.01, 360
"Melon", 106.22, 436
"Rabanito", 231.38, 276
"Melon", 121.83, 360
"Palta", 1124.41, 444
"Rabanito", 227.10, 264
"Morron", 3029.74, 546
"Apio", 54.97, 321
"Coliflor", 32.17, 460
"Mandarina", 26.76, 870
"Kiwi", 427.86, 324
"Papa", 12.91, 820
"Palta", 1088.29, 368
"Cereza", 990.92, 216
"Ajo", 879.68, 116
"Coliflor", 22.59, 415
"Repollo", 4.75, 623
"Lima", 1025.66, 206
"Uva", 699.74, 333
"Uva", 687.63, 336
"Durazno", 131.84, 744
"Mandarina", 29.24, 1100
"Lechuga", 40.79, 873
"Lima", 1183.42, 188
"Mandarina", 22.12, 1180
"Frutilla", 310.98, 282
"Repollo", 5.91, 700
"Cereza", 1043.01, 180
"Cebolla", 66.83, 752
"Lechuga", 38.95, 720
"Cebolla", 55.98, 760
"Mandarina", 26.65, 1000
"Caqui", 838.23, 111
"Brocoli", 326.68, 364
"Caqui", 815.32, 101
"Pera", 146.78, 820
"Brocoli", 369.13, 404
"Banana", 69.56, 930
"Palta", 1108.81, 440
"Lima", 1370.26, 184
"Cereza", 1020.52, 174
"Kiwi", 433.07, 340
"Lechuga", 47.53, 1017
"Manzana", 124.83, 1190
"Palta", 1114.77, 480
"Cereza", 1023.23, 178
"Frambuesa", 2022.93, 111
"Mandarina", 12.75, 920
"Ciruela", 907.60, 1062
"Kiwi", 413.48, 400
"Acelga", 17.52, 783
"Zuccini", 76.08, 492
"Repollo", 6.67, 602
"Sandia", 59.12, 855
"Apio", 70.34, 291
"Cebolla", 75.28, 808
"Kinoto", 27.69, 166
"Caqui", 807.82, 111
"Limon", 329.56, 581
"Pomelo", 45.45, 846
"Apio", 56.08, 300
"Palta", 476.79, 440
"Frutilla", 287.19, 336
"Morron", 3036.47, 540
"Zanahoria", 38.94, 642
"Ciruela", 1001.55, 873
"Pera", 150.23, 870
"Coliflor", 24.81, 525
"Acelga", 20.18, 909
"Mandarina", 13.30, 980
"Alcachofa", 145.32, 333
"Palta", 511.96, 565
"Lechuga", 42.63, 945
"Lima", 1273.67, 236
"Apio", 67.38, 258
"Berenjena", 69.88, 486
"Tomate", 765.43, 837
"Limon", 323.00, 805
"Ciruela", 971.40, 810
"Coliflor", 39.63, 515
"Coliflor", 27.31, 480
"Cebolla", 72.99, 752
"Apio", 64.15, 318
"Lima", 1212.65, 232
"Lima", 1360.41, 230
"Durazno", 176.68, 800
"Durazno", 279.37, 824
"Pera", 160.39, 830
"Lima", 1214.26, 182
"Calabaza", 16.95, 944
"Pepino", 46.94, 570
"Ajo", 917.01, 115
"Limon", 342.38, 672
"Palta", 455.96, 420
"Durazno", 168.90, 936
"Kinoto", 35.72, 170
"Lechuga", 55.65, 720
"Rabanito", 215.24, 303
"Uva", 719.73, 291
"Pomelo", 44.66, 990
"Zanahoria", 29.58, 702
"Higo", 2538.80, 110
"Brocoli", 354.02, 408
"Brocoli", 358.30, 468
"Pera", 148.12, 1100
"Morron", 3000.99, 504
"Palta", 1176.53, 372
"TomCherry", 558.94, 224
"Melon", 114.87, 364
"Apio", 59.59, 267
"Lima", 1227.79, 236
"Naranja", 16.16, 1030
"Coliflor", 25.21, 545
"Melon", 104.09, 460
"Brocoli", 305.36, 368
"Mandarina", 16.19, 1150
"Manzana", 126.48, 860
"Mandarina", 16.56, 890
"Alcachofa", 121.39, 279
"Higo", 2461.89, 110
"Higo", 2481.31, 115
"Caqui", 817.54, 87
"Apio", 53.01, 321
"Brocoli", 362.05, 392
"Papa", 17.25, 950
"Ajo", 917.95, 93
"Frutilla", 299.66, 249
"Kiwi", 451.44, 352
"Pepino", 38.75, 590
"Kiwi", 431.10, 436
"Naranja", 18.20, 910
"Calabaza", 24.49, 640
"Manzana", 140.98, 1200
"TomCherry", 537.64, 194
"Brocoli", 352.33, 420
"Frutilla", 272.26, 279
"Banana", 72.85, 1170
"Cebolla", 68.57, 664
"Limon", 307.92, 595
"Zuccini", 79.34, 714
"Pomelo", 43.24, 1080
"Lima", 1051.31, 178
"Zanahoria", 34.75, 492
"Lima", 1052.12, 172
"Frutilla", 274.98, 300
"Coliflor", 27.61, 435
"Naranja", 15.32, 1070
"Uva", 673.37, 264
"Durazno", 144.58, 928
"Durazno", 161.42, 744
"Kinoto", 33.37, 168
"Brocoli", 386.49, 464
"Lechuga", 38.31, 720
"Cebolla", 64.69, 664
"Higo", 2499.49, 84
"Zanahoria", 39.91, 708
"Batata", 13.30, 1110
"Lima", 1031.85, 192
"Zanahoria", 40.89, 516
"Naranja", 9.99, 1200
"Coliflor", 28.04, 585
"Kinoto", 41.70, 228
"Rabanito", 217.79, 336
"Palta", 1164.69, 428
"Naranja", 12.58, 1040
"Uva", 682.07, 255
"Cebolla", 61.53, 688
"Pomelo", 38.98, 837
"Frutilla", 279.49, 279
"Caqui", 830.41, 81
"Champignon", 3567.19, 106
"Lima", 1371.74, 202
"Lima", 1100.29, 232
"Mandarina", 27.59, 1050
"Alcachofa", 136.27, 348
"Esparrago", 647.55, 184
"Esparrago", 631.31, 188
"TomCherry", 554.59, 220
"Frutilla", 310.99, 327
"Tomate", 738.76, 765
"Durazno", 161.49, 904
"Cereza", 997.64, 182
"Banana", 73.20, 1160
"Kiwi", 447.13, 368
"Durazno", 178.88, 872
"Palta", 1160.75, 464
"Berenjena", 68.61, 546
"Tomate", 704.30, 864
"Frambuesa", 2078.38, 86
"Kinoto", 23.26, 198
"Frutilla", 305.91, 291
"Banana", 70.28, 1020
"Limon", 308.57, 588
"Ajo", 889.33, 100
"Rabanito", 234.94, 285
"Esparrago", 604.23, 188
"Ajo", 865.01, 90
"Mandarina", 23.41, 900
"TomCherry", 534.90, 186
"Cebolla", 44.08, 824
"Calabaza", 16.06, 768
"Cereza", 1074.81, 180
"Repollo", 7.11, 721
"Naranja", 15.08, 820
"Zanahoria", 39.51, 642
"Kinoto", 30.10, 240
"Berenjena", 51.10, 570
"Papa", 14.43, 870
"Naranja", 19.96, 1110
"Palta", 487.91, 495
"Pepino", 33.46, 575
"Acelga", 24.80, 765
"Morron", 2984.73, 486
"Acelga", 23.16, 909
"Acelga", 22.03, 954
"Ciruela", 962.24, 756
"Esparrago", 596.95, 228
"Ciruela", 989.90, 738
"Mandarina", 11.48, 1190
"Palta", 462.56, 590
"Banana", 72.59, 1080
"Mandarina", 26.27, 1010
"Kinoto", 29.41, 202
"Frambuesa", 2086.79, 85
"Repollo", 1.81, 749
"Coliflor", 34.78, 475
"Pepino", 37.20, 510
"Lima", 1317.82, 166
"Kiwi", 411.06, 388
"Banana", 53.52, 1100
"Caqui", 772.83, 81
"Banana", 55.85, 920
"Lima", 1445.87, 178
"Kinoto", 41.43, 204
"Durazno", 178.26, 944
"Cereza", 999.57, 188
"Durazno", 122.35, 848
"Durazno", 292.97, 648
"Palta", 456.63, 560
"Tomate", 788.45, 837
"Pera", 142.13, 1190
"Caqui", 849.39, 102
"Banana", 62.15, 870
"Papa", 15.69, 800
"Apio", 57.60, 339
"Naranja", 9.82, 860
"Frambuesa", 2011.82, 97
"Calabaza", 23.36, 744
"Durazno", 276.43, 936
"Uva", 714.00, 342
"Champignon", 3492.36, 117
"Naranja", 17.50, 990
"Melon", 98.21, 380
"Naranja", 15.18, 1070
"Higo", 2502.27, 118
"Zuccini", 91.33, 630
"Cebolla", 72.19, 784
"Sandia", 38.27, 945
"Tomate", 728.25, 981
"Kinoto", 31.09, 184
"Kinoto", 41.07, 208
"Naranja", 14.80, 840
"Esparrago", 595.06, 176
"Frambuesa", 2172.65, 104
"Pera", 136.49, 1080
"Acelga", 22.16, 729
"Pomelo", 43.53, 810
"Pepino", 35.07, 565
"Durazno", 280.84, 752
"Mandarina", 27.82, 1170
"Apio", 54.76, 243
"Papa", 21.30, 970
"Naranja", 19.23, 810
"TomCherry", 542.38, 234
"Palta", 497.63, 410
"Cereza", 1019.17, 222
"Frambuesa", 2022.97, 86
"Zuccini", 72.10, 642
"Durazno", 291.16, 672
"Frambuesa", 2008.00, 81
"Palta", 482.51, 600
"Mandarina", 19.29, 950
"Durazno", 155.93, 640
"Papa", 16.19, 900
"Ciruela", 976.01, 1071
"Cereza", 1023.04, 168
"Champignon", 3570.83, 115
"Banana", 74.37, 1150
"Caqui", 807.65, 82
"Champignon", 3463.07, 106
"Cereza", 1019.43, 198
"Pomelo", 54.82, 891
"Naranja", 15.54, 1190
"Durazno", 172.88, 768
"Mandarina", 18.83, 900
"Choclo", 55.32, 306
"Zanahoria", 34.29, 480
"Uva", 697.07, 321
"Pera", 167.27, 1070
"Caqui", 847.73, 91
"Frutilla", 281.01, 339
"Naranja", 17.72, 1190
"Repollo", 4.45, 728
"Caqui", 858.62, 116
"Ciruela", 972.65, 756
"Durazno", 180.85, 936
"Apio", 59.80, 351
"Caqui", 859.48, 80
"Ciruela", 987.05, 756
"Brocoli", 369.30, 368
"Durazno", 131.36, 880
"Durazno", 146.32, 960
"Cebolla", 76.11, 848
"Frambuesa", 2021.24, 99
"TomCherry", 590.95, 208
"Esparrago", 589.55, 166
"Lima", 1020.15, 230
"Coliflor", 40.94, 590
"Berenjena", 44.31, 570
"Palta", 1085.05, 384
"Tomate", 762.58, 873
"Rabanito", 250.68, 315
"Zanahoria", 35.86, 570
"Lima", 1243.23, 232
"Naranja", 15.18, 840
"Manzana", 138.91, 820
"Caqui", 802.45, 86
"Higo", 2501.33, 89
"Frutilla", 300.86, 342
"Manzana", 160.32, 1160
"Uva", 698.30, 330
"Apio", 50.12, 240
"Alcachofa", 139.99, 354
"Palta", 490.22, 535
"Champignon", 3564.74, 105
"TomCherry", 522.92, 196
"Tomate", 752.81, 972
"Papa", 16.13, 1150
"Repollo", 10.07, 609
"Zuccini", 88.96, 702
"Tomate", 759.39, 1062
"Limon", 362.13, 728
"Acelga", 24.40, 738
"Acelga", 16.84, 981
"Lima", 1406.58, 168
"Choclo", 54.66, 294
"Lechuga", 39.87, 747
"Manzana", 141.01, 1100
"Zanahoria", 32.24, 708
"Durazno", 158.76, 672
"Durazno", 171.88, 736
"Berenjena", 54.56, 618
"Calabaza", 8.50, 760
"Pomelo", 57.63, 720
"Melon", 119.58, 368
"TomCherry", 534.92, 176
"Tomate", 721.61, 747
"Durazno", 175.57, 936
"Esparrago", 587.10, 206
"Alcachofa", 143.98, 321
"Limon", 319.50, 665
"Mandarina", 28.37, 1170
"Cereza", 1031.08, 160
"Lima", 1161.62, 240
"TomCherry", 549.66, 202
"Melon", 125.99, 440
"Brocoli", 328.55, 476
"Lima", 1074.24, 210
"Naranja", 13.37, 990
"Durazno", 179.25, 728
"Coliflor", 26.72, 445
"Ciruela", 964.72, 765
"Mandarina", 30.47, 1170
"Durazno", 178.24, 944
"Melon", 95.30, 332
"Champignon", 3802.51, 90
"Acelga", 11.21, 792
"Repollo", 5.93, 770
"Champignon", 3601.52, 114
"Rabanito", 201.85, 249
"Kinoto", 40.03, 214
"Lima", 1040.75, 166
"Champignon", 3654.35, 100
"Morron", 2984.46, 570
"TomCherry", 568.31, 162
"Zuccini", 88.18, 714
"Champignon", 3598.27, 118
"Coliflor", 20.90, 595
"Papa", 13.14, 820
"Pomelo", 41.95, 792
"Lima", 1201.87, 180
"Sandia", 54.30, 990
"Tomate", 755.76, 1053
"Kiwi", 414.60, 412
"Alcachofa", 155.25, 246
"Frutilla", 291.01, 285
"TomCherry", 529.13, 240
"Batata", 16.52, 1030
"Higo", 2628.02, 86
"Esparrago", 589.00, 212
"Lima", 1011.14, 168
"Coliflor", 27.34, 475
"Acelga", 20.84, 765
"Lima", 1386.34, 234
"Morron", 2931.77, 720
"Esparrago", 657.31, 204
"Limon", 345.70, 581
"Calabaza", 16.83, 824
"Cereza", 1054.81, 196
"Manzana", 139.48, 1090
"Esparrago", 650.54, 192
"Mandarina", 12.40, 1040
"Banana", 56.01, 930
"Cereza", 999.20, 182
"Berenjena", 50.54, 684
"Choclo", 52.32, 312
"Coliflor", 31.81, 520
"Alcachofa", 154.43, 279
"Sandia", 61.89, 1026
"Esparrago", 622.11, 176
"Limon", 336.63, 840
"Berenjena", 56.00, 702
"Palta", 464.52, 525
"Calabaza", 27.29, 872
"Zanahoria", 28.10, 564
"Ajo", 877.44, 98
"Esparrago", 655.60, 230
"Esparrago", 611.22, 240
"Alcachofa", 144.27, 255
"Durazno", 161.68, 712
"Lima", 1357.52, 164
"Limon", 305.01, 651
"Batata", 27.16, 1170
"Higo", 2495.17, 86
"Lima", 1327.07, 216
"Uva", 680.81, 240
"Papa", 15.01, 1030
"Pera", 141.59, 1090
"Rabanito", 224.74, 330
"Lima", 1031.73, 206
"Kinoto", 38.51, 212
"Limon", 343.49, 777
"Cebolla", 75.46, 736
"Kiwi", 411.38, 364
"Morron", 2878.46, 696
"Pomelo", 46.80, 783
"Kinoto", 29.51, 192
"Uva", 709.79, 243
"Papa", 18.74, 900
"Higo", 2482.62, 114
"Sandia", 71.37, 945
"Naranja", 12.29, 1150
"Sandia", 47.96, 1008
"Palta", 1109.46, 464
"Higo", 2445.82, 88
"Caqui", 877.00, 120
"Papa", 21.41, 1190
"Cereza", 1054.52, 210
"Limon", 283.67, 623
"Zanahoria", 35.39, 678
"Zuccini", 79.51, 672
"Repollo", 7.04, 721
"Pera", 124.36, 1060
"Lima", 1378.52, 206
"Durazno", 153.50, 808
"Lima", 1330.48, 186
"Higo", 2540.29, 103
"Cebolla", 64.80, 752
"Rabanito", 231.73, 336
"Durazno", 172.35, 672
"Uva", 695.70, 348
"Naranja", 17.01, 1190
"Lechuga", 35.35, 990
"Champignon", 3649.96, 99
"Kiwi", 443.92, 336
"Alcachofa", 143.59, 330
"Frambuesa", 2053.13, 120
"Palta", 1128.57, 364
"Batata", 20.39, 1100
"Uva", 707.26, 240
"Choclo", 48.30, 282
"Lima", 1023.49, 236
"Papa", 9.13, 980
"Zuccini", 93.67, 618
"Zanahoria", 33.14, 576
"Mandarina", 17.38, 1150
"Melon", 102.69, 368
"Alcachofa", 128.56, 312
"Rabanito", 221.55, 264
"Sandia", 54.97, 981
"Durazno", 152.19, 704
"Coliflor", 23.57, 465
"Manzana", 152.21, 870
"Berenjena", 49.10, 660
"Tomate", 727.32, 1062
"Rabanito", 231.02, 297
"Limon", 326.39, 658
"Pomelo", 47.82, 720
"Cereza", 986.44, 232
"Lima", 1238.87, 208
"Uva", 761.77, 252
"Pera", 135.24, 1160
"Caqui", 823.32, 116
"Batata", 19.83, 980
"Durazno", 292.77, 912
"Ciruela", 946.64, 792
"Lechuga", 24.36, 1062
"Lima", 1192.95, 194
"Lechuga", 43.69, 1026
"Mandarina", 17.06, 800
"Papa", 21.61, 1040
"Lechuga", 45.64, 990
"Lima", 1043.25, 182
"Brocoli", 331.84, 340
